Diner Id,Restaurant Name,Restaurant Id,Visit Time,Covers,Review Score
2326,The Scarlet,4349,2016-10-11 19:30:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-02 15:30:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-05 19:00:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-07 14:00:00,5,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-08 20:00:00,8,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-09 19:15:00,4,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-10 19:30:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-11 20:00:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-15 12:00:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-15 12:15:00,4,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-15 12:30:00,5,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-15 12:45:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-15 13:00:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-16 19:30:00,2,NULL
2326,The Westerwood - Grill Restaurant,5748,2016-10-17 13:00:00,3,NULL
